,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
42051,2018-11-15,Belgium,Iceland,2.0,0.0,UEFA Nations League,Brussels,Belgium,False
42052,2018-11-15,Croatia,Spain,3.0,2.0,UEFA Nations League,Zagreb,Croatia,False
42060,2018-11-15,England,United States,3.0,0.0,Friendly,London,England,False
42068,2018-11-16,Netherlands,France,2.0,0.0,UEFA Nations League,Rotterdam,Netherlands,False
42071,2018-11-16,Slovenia,Norway,1.0,1.0,UEFA Nations League,Ljubljana,Slovenia,False
42075,2018-11-16,Argentina,Mexico,2.0,0.0,Friendly,Córdoba,Argentina,False
42086,2018-11-16,Morocco,Cameroon,2.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False
42088,2018-11-16,Egypt,Tunisia,3.0,2.0,African Cup of Nations qualification,Alexandria,Egypt,False
42095,2018-11-17,Italy,Portugal,0.0,0.0,UEFA Nations League,Milan,Italy,False
42119,2018-11-18,Switzerland,Belgium,5.0,2.0,UEFA Nations League,Lucerne,Switzerland,False
42120,2018-11-18,England,Croatia,2.0,1.0,UEFA Nations League,London,England,False
42126,2018-11-18,Spain,Bosnia and Herzegovina,1.0,0.0,Friendly,Las Palmas,Spain,False
42148,2018-11-19,Cyprus,Norway,0.0,2.0,UEFA Nations League,Nicosia,Cyprus,False
42157,2018-11-20,Portugal,Poland,1.0,1.0,UEFA Nations League,Guimarães,Portugal,False
42165,2018-11-20,Argentina,Mexico,2.0,0.0,Friendly,Mendoza,Argentina,False
42171,2018-11-20,France,Uruguay,1.0,0.0,Friendly,Paris,France,False
42174,2018-11-20,Italy,United States,1.0,0.0,Friendly,Genk,Belgium,True
42183,2018-11-20,Tunisia,Morocco,0.0,1.0,Friendly,Radès,Tunisia,False
42279,2019-01-27,United States,Panama,3.0,0.0,Friendly,Glendale,United States,False
42283,2019-02-02,United States,Costa Rica,2.0,0.0,Friendly,San Jose,United States,False
42302,2019-03-21,United States,Ecuador,1.0,0.0,Friendly,Orlando,United States,False
42311,2019-03-21,Belgium,Russia,3.0,1.0,UEFA Euro qualification,Brussels,Belgium,False
42314,2019-03-22,Argentina,Venezuela,1.0,3.0,Friendly,Madrid,Spain,True
42316,2019-03-22,Japan,Colombia,0.0,1.0,Kirin Challenge Cup,Yokohama,Japan,False
42321,2019-03-22,England,Czech Republic,5.0,0.0,UEFA Euro qualification,London,England,False
42322,2019-03-22,Portugal,Ukraine,0.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
42326,2019-03-22,Moldova,France,1.0,4.0,UEFA Euro qualification,Chișinău,Moldova,False
42333,2019-03-22,Malawi,Morocco,0.0,0.0,African Cup of Nations qualification,Blantyre,Malawi,False
42341,2019-03-23,Georgia,Switzerland,0.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,False
42345,2019-03-23,Spain,Norway,2.0,1.0,UEFA Euro qualification,Valencia,Spain,False
42353,2019-03-23,Niger,Egypt,1.0,1.0,African Cup of Nations qualification,Niamey,Niger,False
42377,2019-03-24,Cyprus,Belgium,0.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False
42398,2019-03-25,Montenegro,England,1.0,5.0,UEFA Euro qualification,Podgorica,Montenegro,False
42399,2019-03-25,Portugal,Serbia,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False
42403,2019-03-25,France,Iceland,4.0,0.0,UEFA Euro qualification,Paris,France,False
42412,2019-03-26,South Korea,Colombia,2.0,1.0,Friendly,Seoul,South Korea,False
42413,2019-03-26,Morocco,Argentina,0.0,1.0,Friendly,Tangier,Morocco,False
42415,2019-03-26,Nigeria,Egypt,1.0,0.0,Friendly,Asaba,Nigeria,False
42420,2019-03-26,United States,Chile,1.0,1.0,Friendly,Houston,United States,False
42422,2019-03-26,Switzerland,Denmark,3.0,3.0,UEFA Euro qualification,Basel,Switzerland,False
42423,2019-03-26,Malta,Spain,0.0,2.0,UEFA Euro qualification,Attard,Malta,False
42424,2019-03-26,Norway,Sweden,3.0,3.0,UEFA Euro qualification,Oslo,Norway,False
42453,2019-06-02,France,Bolivia,2.0,0.0,Friendly,Nantes,France,False
42462,2019-06-03,Colombia,Panama,3.0,0.0,Friendly,Bogotá,Colombia,False
42481,2019-06-05,United States,Jamaica,0.0,1.0,Friendly,"Washington, D.C.",United States,False
42482,2019-06-05,Portugal,Switzerland,3.0,1.0,UEFA Nations League,Porto,Portugal,False
42489,2019-06-06,England,Netherlands,1.0,3.0,UEFA Nations League,Guimarães,Portugal,True
42505,2019-06-07,Faroe Islands,Spain,1.0,4.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
42506,2019-06-07,Norway,Romania,2.0,2.0,UEFA Euro qualification,Oslo,Norway,False
42513,2019-06-07,Argentina,Nicaragua,5.0,1.0,Friendly,San Juan,Argentina,False
42529,2019-06-08,Turkey,France,2.0,0.0,UEFA Euro qualification,Konya,Turkey,False
42532,2019-06-08,Belgium,Kazakhstan,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
42549,2019-06-09,Peru,Colombia,0.0,3.0,Friendly,Lima,Peru,False
42551,2019-06-09,United States,Venezuela,0.0,3.0,Friendly,Cincinnati,United States,False
42552,2019-06-09,Switzerland,England,0.0,0.0,UEFA Nations League,Guimarães,Portugal,True
42553,2019-06-09,Portugal,Netherlands,1.0,0.0,UEFA Nations League,Porto,Portugal,False
42561,2019-06-10,Faroe Islands,Norway,0.0,2.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
42563,2019-06-10,Spain,Sweden,3.0,0.0,UEFA Euro qualification,Madrid,Spain,False
42574,2019-06-11,Andorra,France,0.0,4.0,UEFA Euro qualification,Andorra la Vella,Andorra,False
42576,2019-06-11,Belgium,Scotland,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
42597,2019-06-12,Morocco,Gambia,0.0,1.0,Friendly,Marrakesh,Morocco,False
42599,2019-06-13,Egypt,Tanzania,1.0,0.0,Friendly,Alexandria,Egypt,False
42604,2019-06-15,Argentina,Colombia,0.0,2.0,Copa América,Salvador,Brazil,True
42621,2019-06-16,Egypt,Guinea,3.0,1.0,Friendly,Alexandria,Egypt,False
42622,2019-06-16,Morocco,Zambia,2.0,3.0,Friendly,Marrakesh,Morocco,False
42639,2019-06-18,United States,Guyana,4.0,0.0,Gold Cup,Saint Paul,United States,False
42641,2019-06-19,Colombia,Qatar,1.0,0.0,Copa América,São Paulo,Brazil,True
42642,2019-06-19,Argentina,Paraguay,1.0,1.0,Copa América,Belo Horizonte,Brazil,True
42656,2019-06-21,Egypt,Zimbabwe,1.0,0.0,African Cup of Nations,Cairo,Egypt,False
42665,2019-06-22,United States,Trinidad and Tobago,6.0,0.0,Gold Cup,Cleveland,United States,False
42669,2019-06-23,Morocco,Namibia,1.0,0.0,African Cup of Nations,Cairo,Egypt,True
42670,2019-06-23,Colombia,Paraguay,1.0,0.0,Copa América,Salvador,Brazil,True
42671,2019-06-23,Qatar,Argentina,0.0,2.0,Copa América,Porto Alegre,Brazil,True
42687,2019-06-26,Egypt,DR Congo,2.0,0.0,African Cup of Nations,Cairo,Egypt,False
42690,2019-06-26,United States,Panama,1.0,0.0,Gold Cup,Kansas City,United States,False
42695,2019-06-28,Morocco,Ivory Coast,1.0,0.0,African Cup of Nations,Cairo,Egypt,True
42698,2019-06-28,Colombia,Chile,0.0,0.0,Copa América,São Paulo,Brazil,True
42699,2019-06-28,Venezuela,Argentina,0.0,2.0,Copa América,Rio de Janeiro,Brazil,True
42706,2019-06-30,Egypt,Uganda,2.0,0.0,African Cup of Nations,Cairo,Egypt,False
42711,2019-06-30,United States,Curaçao,1.0,0.0,Gold Cup,Philadelphia,United States,False
42715,2019-07-01,South Africa,Morocco,0.0,1.0,African Cup of Nations,Cairo,Egypt,True
42720,2019-07-02,Brazil,Argentina,2.0,0.0,Copa América,Belo Horizonte,Brazil,False
42723,2019-07-03,United States,Jamaica,3.0,1.0,Gold Cup,Nashville,United States,False
42724,2019-07-05,Morocco,Benin,1.0,1.0,African Cup of Nations,Cairo,Egypt,True
42726,2019-07-06,Egypt,South Africa,0.0,1.0,African Cup of Nations,Cairo,Egypt,False
42728,2019-07-06,Argentina,Chile,2.0,1.0,Copa América,São Paulo,Brazil,True
42732,2019-07-07,United States,Mexico,0.0,1.0,Gold Cup,Chicago,United States,False
42823,2019-09-05,Argentina,Chile,0.0,0.0,Friendly,Los Angeles,United States,True
42830,2019-09-05,Republic of Ireland,Switzerland,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False
42833,2019-09-05,Norway,Malta,2.0,0.0,UEFA Euro qualification,Oslo,Norway,False
42834,2019-09-05,Romania,Spain,1.0,2.0,UEFA Euro qualification,Bucharest,Romania,False
42866,2019-09-06,Brazil,Colombia,2.0,2.0,Friendly,Miami Gardens,United States,True
42869,2019-09-06,Morocco,Burkina Faso,1.0,1.0,Friendly,Marrakesh,Morocco,False
42871,2019-09-06,United States,Mexico,0.0,3.0,Friendly,East Rutherford,United States,False
42880,2019-09-06,San Marino,Belgium,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False
42890,2019-09-07,England,Bulgaria,4.0,0.0,UEFA Euro qualification,London,England,False
42892,2019-09-07,Serbia,Portugal,2.0,4.0,UEFA Euro qualification,Belgrade,Serbia,False
42894,2019-09-07,France,Albania,4.0,1.0,UEFA Euro qualification,Paris,France,False
42903,2019-09-08,Switzerland,Gibraltar,4.0,0.0,UEFA Euro qualification,Sion,Switzerland,False
42906,2019-09-08,Spain,Faroe Islands,4.0,0.0,UEFA Euro qualification,Gijon,Egypt,True
42907,2019-09-08,Sweden,Norway,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False
42932,2019-09-09,Scotland,Belgium,0.0,4.0,UEFA Euro qualification,Glasgow,Scotland,False
42939,2019-09-10,Argentina,Mexico,4.0,0.0,Friendly,San Antonio,United States,True
42941,2019-09-10,Colombia,Venezuela,0.0,0.0,Friendly,Tampa,United States,True
42946,2019-09-10,Morocco,Niger,1.0,0.0,Friendly,Marrakesh,Morocco,False
